RespondentID,StartDate,EndDate,Age,AgeGroup,Ethnic,Sex,MilitaryServiceName,MilitaryRankShortName,CountryName,CurricNumber,CurricShortName,SchoolName,Site,DegreeLevel,Q1,Q2,Q3a,Q3b,Q3c,Q4a,Q4b,Q4c,Q4d,Q4e,Q4f,Q4g,Q4h,Q4i,Q4j,Q4k,Q4l,Q4m,Q5a,Q5b,Q5c,Q6a,Q6b,Q6c,Q7a,Q7b,Q7c,Q7d,Q7e,Q8a,Q8b,Q8c,Q8d,Q8e,Q8f,Q8g,Q8h,Q9a,Q9b,Q9c,Q9d,Q10a,Q10b,Q10c,Q10d,Q10e,Q10f,Q11a,Q11b,Q11c,Q11d,Q11e,Q11f,Q11g,Q11h,Q11i,Q12a,Q12b,Q13a,Q13b,Q13c,Q13d,Q13e,Q13f,Q14a,Q14b,Q14c,Q14d,Q15a,Q15b,Q15c,Q15d,Q15e,Q16,Q17,Q18a,Q18b,Q18c,Q19a,Q19b,Q19c,Q19d,Q19e,Q19f,Q19g,Q19h,Q19i,Q19j,Q20a,Q20b,Q20c,Q20d,Q20e,Q20f,Q20g,Q20h,Q20i,Q20j,Q21,Q22a,Q22b,Q22c,Q23,Q24a,Q24b,Q24c,Q25,Q26,Q27a,Q27b,Q27c,Q27d,Q28a,Q28b,Q28c,Q28d,Q28e,Q29,Q30,Q31a,Q31b,Q31c,Q31d,Q32,Q33,Q34,Q35,Q36,Q37,Q38
3068997867,2/13/14 14:21,2/13/14 14:37,28,20-30,White,M,USN,LTJG,United States of America,682,"Far East, Southeast Asia, Pacific",School of International Graduate Studies,NPS,Master,Yes,Yes,,,,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No,Somewhat Agree,Somewhat Agree,Somewhat Agree,Small Lecture Hall with Stadium Seating,Traditional Style Classroom,Innovative Customizable Classroom,Somewhat Well,Somewhat Well,Very Little,Very Little,Somewhat Well,Somewhat Well,Very Well,Somewhat Well,Somewhat Well,Very Well,Very Well,Very Well,Somewhat Well,,,,,,,,,,,,,,,,,,,Peer mentoring (stronger students help teach weaker students),Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neither Agree or Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Neither Agree or Disagree,4,3,1,2,3,5,4,2,1,Frequently,N/A,,,,Email,SAKAI,,,,,,,,A physical paper copy,Email,SAKAI,,,,,,,,A physical paper copy,Yes,,,,Sometimes,,,,Yes,King Hall,"Smartphone (examples include: iPhone, Android device)",,"Tablet (examples include: iPad, Windows Surface, Kindle, etc)",Laptop Computer,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Some of my classes are with the same students.,Yes,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Neither Agree or Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Strongly Disagree,Intermediate ( I am proficient in the technologies I own),1
3068997396,2/13/14 14:20,2/13/14 14:33,40,36-40,White,M,USAF,Maj.,United States of America,684,Europe and Eurasia,School of International Graduate Studies,NPS,Master,Yes,No,Lack of rooms and spaces to collaborate,,,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,Somewhat Agree,Somewhat Agree,Somewhat Agree,Large Lecture Hall,Traditional Style Classroom,Technology-Enhanced Active Learning (TEAL) Classroom with Circular Tables,Somewhat Well,Very Little,Somewhat Well,Somewhat Well,Somewhat Well,Very Little,Somewhat Well,Somewhat Well,Somewhat Well,Somewhat Well,Somewhat Well,N/A,Very Little,The ability to record classroom lectures,The ability to electronically write on whiteboards,,,PowerPoint,Chalkboard/Whiteboard,,Electronic typed or handwritten real-time notes (such as written on a tablet and projected to the front of classroom),Video Tele-Conference (VTC),,,,,,,,,Previously recorded lectures prepared by professor,,Neither Agree or Disagree,Neither Agree or Disagree,Somewhat Agree,Neither Agree or Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,2,1,3,4,1,4,3,2,5,Seldom,N/A,,,,,SAKAI,,,,,,,,A physical paper copy,,,,Turnitin,,,Drop Box,Google Drive,,,No,It is difficult to access,Other methods such as Google Drive or Drop Box work better,Every professor has a different SAKAI layout and it's confusing,Never,,,I didn't know I had a personal drive,Yes,Glasgow Hall,"Smartphone (examples include: iPhone, Android device)",,,Laptop Computer,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Some of my classes are with the same students.,Yes,Neither Agree or Disagree,Somewhat Agree,Neither Agree or Disagree,Neither Agree or Disagree,Strongly Disagree,Somewhat Disagree,Somewhat Agree,Neither Agree or Disagree,Somewhat Disagree,Intermediate ( I am proficient in the technologies I own),5
3068535141,2/13/14 6:40,2/13/14 7:28,35,31-35,White,M,USCG,LCDR,United States of America,816,Systems Acquisition Management,Graduate School of Business and Public Policy,NPS,Master,Yes,Yes,,,,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Strongly Agree,Neither Agree or Disagree,Neither Agree or Disagree,Traditional Style Classroom,Traditional Style Classroom,Technology-Enhanced Active Learning (TEAL) Classroom with Circular Tables,Very Well,Very Well,N/A,Somewhat Well,N/A,Somewhat Well,Very Well,Very Well,Somewhat Well,Somewhat Well,Very Little,Very Well,N/A,,,,,,,,,,,,,,,,,,,,Strongly Agree,Strongly Agree,Somewhat Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Neither Agree or Disagree,N/A,3,2,1,3,4,5,2,1,Seldom,N/A,,,,Email,SAKAI,,,,,,,,A physical paper copy,Email,SAKAI,,,,,,,,A physical paper copy,Yes,,,,Never,,,I didn't know I had a personal drive,Yes,,"Smartphone (examples include: iPhone, Android device)",,,Laptop Computer,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Disagree,Some of my classes are with the same students.,No,Somewhat Disagree,Neither Agree or Disagree,Somewhat Disagree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Strongly Disagree,Intermediate ( I am proficient in the technologies I own),2
3068513816,2/13/14 6:07,2/13/14 6:29,114,Unknown,Unknown,M,Army,LTC,Pakistan,699,Special Operations,Graduate School of Operational and Information Sciences,NPS,Master,Yes,Yes,,,,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Neither Agree or Disagree,Strongly Agree,Somewhat Agree,Small Lecture Hall with Stadium Seating,Traditional Style Classroom,Innovative Customizable Classroom,Very Well,Very Well,Very Well,Somewhat Well,N/A,Somewhat Well,Very Well,Very Well,Somewhat Well,Very Well,Very Little,N/A,N/A,The ability to record classroom lectures,,The ability to project individual student laptops or other mobile device to screens throughout the classroom,,,,Electronic Whiteboard (smart-board),Electronic typed or handwritten real-time notes (such as written on a tablet and projected to the front of classroom),,,,Lecture accompanied by PowerPoint presentation,,,,,,,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither Agree or Disagree,Strongly Agree,Strongly Agree,Strongly Agree,N/A,3,1,2,3,5,4,1,2,Frequently,Yes,,,,Email,,,Turnitin,,,,,,A physical paper copy,Email,,,Turnitin,,,,,,,N/A,,,,Never,,,I didn't know I had a personal drive,No,,"Smartphone (examples include: iPhone, Android device)",,,Laptop Computer,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Some of my classes are with the same students.,Yes,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Somewhat Disagree,Neither Agree or Disagree,Intermediate ( I am proficient in the technologies I own),3
3068353602,2/13/14 3:09,2/13/14 3:23,37,36-40,Asian American/Pacific Islander,M,USMC,Maj,United States of America,370,Information Systems & Technology,Graduate School of Operational and Information Sciences,NPS,Master,Yes,Yes,Lack of rooms and spaces to collaborate,Posted schedules on classrooms not accurate,,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,Neither Agree or Disagree,Strongly Agree,Strongly Agree,Large Lecture Hall,Innovative Customizable Classroom,Technology-Enhanced Active Learning (TEAL) Classroom with Circular Tables,Somewhat Well,Somewhat Well,N/A,N/A,N/A,Very Little,Somewhat Well,Very Little,Somewhat Well,Very Well,Very Well,Very Well,N/A,,,The ability to project individual student laptops or other mobile device to screens throughout the classroom,The ability to video teleconference in the classroom,,,,Electronic typed or handwritten real-time notes (such as written on a tablet and projected to the front of classroom),,,,,,,Professor-led group discussion,Student-led group discussion,"In-class professor-led practical exercises (programming labs, physical labs, etc.)",,Peer mentoring (stronger students help teach weaker students),Neither Agree or Disagree,Somewhat Agree,Strongly Disagree,Somewhat Agree,Neither Agree or Disagree,Neither Agree or Disagree,Strongly Agree,Somewhat Agree,2,3,1,4,2,5,3,1,4,Seldom,Yes,,,,Email,SAKAI,,,,,Drop Box,,,A physical paper copy,,SAKAI,,,,,Drop Box,,,,Yes,,,,Rarely,,Other methods such as Google Drive or Drop Box work better,,No,,,,"Tablet (examples include: iPad, Windows Surface, Kindle, etc)",,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Most of my classes are with the same students.,Yes,Neither Agree or Disagree,Somewhat Agree,Neither Agree or Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,"Basic ( user of email, social media and basic software)",3
3068092523,2/12/14 23:44,2/12/14 23:57,49,41+,White,M,,,United States of America,581,Systems Engineering (PhD),Graduate School of Engineering and Applied Sciences,NPS,PhD,Yes,Yes,,,,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,Somewhat Agree,Somewhat Agree,Strongly Disagree,Small Lecture Hall with Stadium Seating,Technology-Enhanced Active Learning (TEAL) Classroom with Circular Tables,Technology-Enhanced Active Learning (TEAL) Classroom with Circular Tables,Very Little,Somewhat Well,Very Little,Somewhat Well,Somewhat Well,Very Little,Somewhat Well,Somewhat Well,Very Well,Somewhat Well,Very Little,Very Well,Very Little,,,The ability to project individual student laptops or other mobile device to screens throughout the classroom,,,,,,,Printed materials,,,Lecture accompanied by printed notes,,,Student-led group discussion,"In-class professor-led practical exercises (programming labs, physical labs, etc.)",,,Strongly Agree,Strongly Agree,Neither Agree or Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Somewhat Agree,Strongly Agree,Somewhat Agree,2,3,1,4,3,5,2,1,4,Never,No,,,I don't like watching previously recorded lectures,Email,SAKAI,,,,,,,,,,SAKAI,,,,,,,,,Yes,,,,Often,,,,Yes,Bullard Hall,,,"Tablet (examples include: iPad, Windows Surface, Kindle, etc)",Laptop Computer,Somewhat Agree,Somewhat Agree,Neither Agree or Disagree,Somewhat Disagree,Somewhat Disagree,Some of my classes are with the same students.,No,Neither Agree or Disagree,Somewhat Disagree,Somewhat Disagree,Neither Agree or Disagree,Strongly Disagree,Somewhat Disagree,Neither Agree or Disagree,Somewhat Agree,Strongly Agree,Advanced ( I use coding enough to know I am not a programmer),8
3067989404,2/12/14 22:41,2/12/14 23:01,34,31-35,White,M,USN,LT,United States of America,570,Naval/Mechanical Engineering,Graduate School of Engineering and Applied Sciences,NPS,Master,No,No,Lack of rooms and spaces to collaborate,,Facilities are not adequate for collaboration,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,Neither Agree or Disagree,Somewhat Disagree,Strongly Disagree,Traditional Style Classroom,Traditional Style Classroom,Traditional Style Classroom,Somewhat Well,Very Well,Somewhat Well,Not At All,Not At All,Somewhat Well,Somewhat Well,Somewhat Well,Very Well,Somewhat Well,Somewhat Well,Very Well,Not At All,,,,,,Chalkboard/Whiteboard,,,,Printed materials,,,,Lecture accompanied by chalkboard/whiteboard notes,,,"In-class professor-led practical exercises (programming labs, physical labs, etc.)",,,Neither Agree or Disagree,Somewhat Agree,Neither Agree or Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Neither Agree or Disagree,1,4,2,3,3,5,4,1,2,Never,N/A,,,,Email,SAKAI,,,,,,,,A physical paper copy,Email,SAKAI,,,,,,,,,Yes,,,,Rarely,,Other methods such as Google Drive or Drop Box work better,,Yes,Root Hall,"Smartphone (examples include: iPhone, Android device)",,"Tablet (examples include: iPad, Windows Surface, Kindle, etc)",Laptop Computer,Somewhat Agree,Strongly Agree,Somewhat Disagree,Strongly Agree,Somewhat Disagree,All of my classes are with the same students.,No,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Neither Agree or Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Neither Agree or Disagree,Intermediate ( I am proficient in the technologies I own),8
3067931395,2/12/14 22:03,2/12/14 22:25,37,36-40,Hispanic/Latinos,F,,,United States of America,692,Homeland Defense and Security,School of International Graduate Studies,NPS,Master,Yes,Yes,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Neither Agree or Disagree,Neither Agree or Disagree,Strongly Agree,Large Lecture Hall,Small Lecture Hall with Stadium Seating,Technology-Enhanced Active Learning (TEAL) Classroom with Circular Tables,Somewhat Well,Somewhat Well,Somewhat Well,Somewhat Well,Somewhat Well,Somewhat Well,Somewhat Well,Somewhat Well,Somewhat Well,Somewhat Well,,Somewhat Well,Very Little,The ability to record classroom lectures,The ability to electronically write on whiteboards,,,,Chalkboard/Whiteboard,Electronic Whiteboard (smart-board),Electronic typed or handwritten real-time notes (such as written on a tablet and projected to the front of classroom),,Printed materials,,,Lecture accompanied by printed notes,Lecture accompanied by chalkboard/whiteboard notes,,,,Previously recorded lectures prepared by professor,Peer mentoring (stronger students help teach weaker students),Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,3,2,1,4,1,4,5,2,3,Every time,N/A,,,,Email,,,,Wiki page,,,,,A physical paper copy,,,,,,,,,,,N/A,,,,Never,,,I didn't know I had a personal drive,Yes,Hermann Hall,"Smartphone (examples include: iPhone, Android device)",,"Tablet (examples include: iPad, Windows Surface, Kindle, etc)",Laptop Computer,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,All of my classes are with the same students.,No,Strongly Agree,Somewhat Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Somewhat Disagree,Neither Agree or Disagree,Somewhat Disagree,Strongly Disagree,Intermediate ( I am proficient in the technologies I own),6
3067916661,2/12/14 22:02,2/12/14 22:09,39,36-40,White,M,USA,CPT,United States of America,816,Systems Acquisition Management,Graduate School of Business and Public Policy,NPS,Master,Yes,Yes,,,,No,No,Yes,No,No,No,No,No,Yes,No,No,No,,Somewhat Agree,Neither Agree or Disagree,Somewhat Disagree,Traditional Style Classroom,Traditional Style Classroom,Traditional Style Classroom,Very Well,Very Well,Very Little,Very Little,Very Little,Somewhat Well,Very Well,Very Little,Very Well,Very Well,Very Well,Very Well,Not At All,,,The ability to project individual student laptops or other mobile device to screens throughout the classroom,,,,,Electronic typed or handwritten real-time notes (such as written on a tablet and projected to the front of classroom),,,,,,,Professor-led group discussion,Student-led group discussion,,,Peer mentoring (stronger students help teach weaker students),Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Neither Agree or Disagree,Somewhat Disagree,Strongly Agree,Strongly Agree,4,3,1,2,3,5,4,2,1,Seldom,N/A,,,,,SAKAI,,Turnitin,,,Drop Box,,,A physical paper copy,,SAKAI,,,,Professor's Web Site,Drop Box,,,,Yes,,,,Never,,,I didn't know I had a personal drive,No,,"Smartphone (examples include: iPhone, Android device)",,,Laptop Computer,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,All of my classes are with the same students.,No,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Intermediate ( I am proficient in the technologies I own),5
3067870494,2/12/14 21:40,2/12/14 21:51,38,36-40,Hispanic/Latinos,M,USN,LT,United States of America,533,Combat Systems Science & Engineering,Graduate School of Engineering and Applied Sciences,NPS,Master,Yes,Yes,,,,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,Neither Agree or Disagree,Neither Agree or Disagree,Somewhat Agree,Small Lecture Hall with Stadium Seating,Traditional Style Classroom,Technology-Enhanced Active Learning (TEAL) Classroom with Circular Tables,Very Little,Very Well,N/A,Very Little,N/A,Somewhat Well,Somewhat Well,Somewhat Well,Very Well,Somewhat Well,Very Little,Very Well,N/A,The ability to record classroom lectures,,,,,,,,,,,,Lecture accompanied by printed notes,,,,,,,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Neither Agree or Disagree,Somewhat Agree,Neither Agree or Disagree,Neither Agree or Disagree,2,4,1,3,4,5,1,2,3,Frequently,N/A,,,,Email,SAKAI,,,,,,,,,Email,SAKAI,,,,,,,,,Yes,,,,Never,,,I didn't know I had a personal drive,No,,"Smartphone (examples include: iPhone, Android device)",,"Tablet (examples include: iPad, Windows Surface, Kindle, etc)",Laptop Computer,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Most of my classes are with the same students.,Yes,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Strongly Agree,Somewhat Agree,Strongly Agree,Neither Agree or Disagree,Advanced ( I use coding enough to know I am not a programmer),3
3067762456,2/12/14 20:50,2/12/14 21:12,114,Unknown,Unknown,M,Air Force,Maj.,Malaysia,699,Special Operations,Graduate School of Operational and Information Sciences,NPS,Master,No,Yes,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Strongly Agree,Strongly Agree,Strongly Agree,Small Lecture Hall with Stadium Seating,Technology-Enhanced Active Learning (TEAL) Classroom with Circular Tables,Innovative Customizable Classroom,Very Well,Somewhat Well,Very Well,Somewhat Well,Very Well,Somewhat Well,Very Well,Very Well,Very Well,Somewhat Well,Somewhat Well,Very Well,Somewhat Well,The ability to record classroom lectures,,The ability to project individual student laptops or other mobile device to screens throughout the classroom,,,,Electronic Whiteboard (smart-board),Electronic typed or handwritten real-time notes (such as written on a tablet and projected to the front of classroom),Video Tele-Conference (VTC),,,,Lecture accompanied by printed notes,,,,,Previously recorded lectures prepared by professor,Peer mentoring (stronger students help teach weaker students),Strongly Agree,Strongly Agree,,Strongly Agree,,Strongly Agree,Strongly Agree,Strongly Agree,4,3,2,1,3,4,5,1,2,Frequently,N/A,,,,Email,,,,,,,,,,Email,,,,,,,,,,No,It is difficult to access,Other methods such as Google Drive or Drop Box work better,,Often,,,,Yes,Root Hall,,,"Tablet (examples include: iPad, Windows Surface, Kindle, etc)",Laptop Computer,Neither Agree or Disagree,Somewhat Agree,Somewhat Agree,Neither Agree or Disagree,Neither Agree or Disagree,Most of my classes are with the same students.,Yes,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Intermediate ( I am proficient in the technologies I own),5
3067730423,2/12/14 20:36,2/12/14 20:49,30,20-30,White,M,USN,LT,United States of America,373,Meteorology and Oceanography (METOC),Graduate School of Engineering and Applied Sciences,NPS,Master,Yes,Yes,,,,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Neither Agree or Disagree,Strongly Agree,Somewhat Agree,Small Lecture Hall with Stadium Seating,Technology-Enhanced Active Learning (TEAL) Classroom with Circular Tables,Innovative Customizable Classroom,Somewhat Well,Somewhat Well,Very Well,Very Well,Very Little,Very Little,Somewhat Well,Somewhat Well,Somewhat Well,Somewhat Well,Somewhat Well,Very Well,Very Little,The ability to record classroom lectures,,,,,,Electronic Whiteboard (smart-board),Electronic typed or handwritten real-time notes (such as written on a tablet and projected to the front of classroom),,Printed materials,,,,,,,"In-class professor-led practical exercises (programming labs, physical labs, etc.)",,,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Neither Agree or Disagree,Somewhat Agree,N/A,2,1,3,1,4,2,3,5,Frequently,N/A,,,,Email,SAKAI,,,,,,,,A physical paper copy,Email,SAKAI,,,,,,,,,Yes,,,,Often,,,,Yes,Spanagel Hall,"Smartphone (examples include: iPhone, Android device)",,,Laptop Computer,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neither Agree or Disagree,Somewhat Disagree,Most of my classes are with the same students.,Yes,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Intermediate ( I am proficient in the technologies I own),2
3067706692,2/12/14 20:26,2/12/14 20:47,39,36-40,White,M,USN,LCDR,United States of America,368,Computer Science,Graduate School of Operational and Information Sciences,NPS,Master,Yes,No,Lack of rooms and spaces to collaborate,,,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,No,No,Somewhat Agree,Neither Agree or Disagree,Somewhat Agree,Traditional Style Classroom,Technology-Enhanced Active Learning (TEAL) Classroom with Circular Tables,Technology-Enhanced Active Learning (TEAL) Classroom with Circular Tables,Somewhat Well,Somewhat Well,Somewhat Well,N/A,Not At All,Very Little,Somewhat Well,Somewhat Well,Somewhat Well,Very Little,Not At All,Somewhat Well,Not At All,,The ability to electronically write on whiteboards,,,,,Electronic Whiteboard (smart-board),Electronic typed or handwritten real-time notes (such as written on a tablet and projected to the front of classroom),,,,,,,,,,,,Strongly Agree,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Somewhat Agree,4,3,1,2,1,5,4,2,3,Never,N/A,,,,,SAKAI,,,,,,,,A physical paper copy,,SAKAI,,,,,Drop Box,Google Drive,,,No,,Other methods such as Google Drive or Drop Box work better,Every professor has a different SAKAI layout and it's confusing,Never,,Other methods such as Google Drive or Drop Box work better,I didn't know I had a personal drive,Yes,Ingersoll Hall,,,"Tablet (examples include: iPad, Windows Surface, Kindle, etc)",Laptop Computer,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neither Agree or Disagree,Somewhat Agree,Most of my classes are with the same students.,Yes,Somewhat Disagree,Somewhat Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Strongly Disagree,Neither Agree or Disagree,Advanced ( I use coding enough to know I am not a programmer),1
3067679562,2/12/14 20:11,2/12/14 20:32,31,31-35,Asian American/Pacific Islander,M,USA,CPT,United States of America,380,Applied Mathematics,Graduate School of Engineering and Applied Sciences,NPS,Master,Yes,No,Lack of rooms and spaces to collaborate,,,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Strongly Agree,Somewhat Agree,Strongly Agree,Large Lecture Hall,Technology-Enhanced Active Learning (TEAL) Classroom with Circular Tables,Innovative Customizable Classroom,Very Little,Somewhat Well,Somewhat Well,Somewhat Well,N/A,Very Little,Somewhat Well,Somewhat Well,Somewhat Well,Somewhat Well,Somewhat Well,Somewhat Well,Very Little,,The ability to electronically write on whiteboards,,,,,Electronic Whiteboard (smart-board),Electronic typed or handwritten real-time notes (such as written on a tablet and projected to the front of classroom),Video Tele-Conference (VTC),,Verbal lecture only,,,,Professor-led group discussion,Student-led group discussion,,,Peer mentoring (stronger students help teach weaker students),Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Neither Agree or Disagree,Somewhat Agree,N/A,3,1,2,3,4,2,5,1,Every time,Yes,,,,,SAKAI,,,,Professor's Web Site,,,Professor's H:drive,A physical paper copy,,SAKAI,,,,,,,,A physical paper copy,No,,,,Never,,,I didn't know I had a personal drive,Yes,Spanagel Hall,,,,Laptop Computer,Somewhat Agree,Somewhat Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Somewhat Disagree,Most of my classes are with the same students.,No,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Neither Agree or Disagree,Somewhat Disagree,Somewhat Agree,Neither Agree or Disagree,Somewhat Agree,Advanced ( I use coding enough to know I am not a programmer),7
3067637102,2/12/14 19:56,2/12/14 20:15,39,36-40,Unknown,M,Army,COL,Argentina,365,"Joint Cmd, Cntrl, Comm, Comp/Intel (C4I) Sys",Graduate School of Operational and Information Sciences,NPS,Master,Yes,Yes,,,,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Somewhat Agree,Somewhat Agree,Somewhat Agree,Small Lecture Hall with Stadium Seating,Technology-Enhanced Active Learning (TEAL) Classroom with Circular Tables,Innovative Customizable Classroom,Somewhat Well,Somewhat Well,Somewhat Well,Very Little,Somewhat Well,Very Little,Very Well,Very Well,Somewhat Well,Somewhat Well,Somewhat Well,Very Well,Very Little,,,The ability to project individual student laptops or other mobile device to screens throughout the classroom,The ability to video teleconference in the classroom,,,Electronic Whiteboard (smart-board),Electronic typed or handwritten real-time notes (such as written on a tablet and projected to the front of classroom),Video Tele-Conference (VTC),Printed materials,,,,,,Student-led group discussion,,Previously recorded lectures prepared by professor,Peer mentoring (stronger students help teach weaker students),Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,,Somewhat Disagree,3,2,4,1,3,5,4,1,2,Never,N/A,,,,Email,SAKAI,,,,,Drop Box,,,,Email,SAKAI,,,,,Drop Box,Google Drive,,,Yes,,,,Sometimes,,,,No,,"Smartphone (examples include: iPhone, Android device)",,"Tablet (examples include: iPad, Windows Surface, Kindle, etc)",Laptop Computer,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Disagree,Strongly Agree,Some of my classes are with the same students.,No,Strongly Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Advanced ( I use coding enough to know I am not a programmer),7
3067609657,2/12/14 19:42,2/12/14 20:04,36,36-40,White,M,USN,LT,United States of America,837,Financial Management,Graduate School of Business and Public Policy,NPS,Master,No,No,Lack of rooms and spaces to collaborate,,,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,Strongly Agree,Neither Agree or Disagree,Somewhat Agree,Small Lecture Hall with Stadium Seating,Small Lecture Hall with Stadium Seating,Innovative Customizable Classroom,Somewhat Well,Very Well,N/A,Very Well,N/A,Somewhat Well,Somewhat Well,Very Well,Very Well,Very Little,Not At All,Somewhat Well,N/A,The ability to record classroom lectures,,,,,,,Electronic typed or handwritten real-time notes (such as written on a tablet and projected to the front of classroom),,Printed materials,,,,,,,,,,Strongly Agree,Neither Agree or Disagree,Neither Agree or Disagree,Somewhat Agree,Somewhat Agree,N/A,N/A,Somewhat Agree,N/A,3,1,2,3,5,4,2,1,Frequently,N/A,,,,Email,SAKAI,,,,,,,,A physical paper copy,,SAKAI,,,,,,,,,N/A,,,,Often,,,,N/A (I do not use the wireless network on NPS),,,,,,,,,,,Most of my classes are with the same students.,Yes,Neither Agree or Disagree,Strongly Agree,Somewhat Disagree,Neither Agree or Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Strongly Agree,Expert ( I am fluent in more than one coding language),1
